`;GTDEM10Y Govt;GTFRF10Y Govt;GTESP10Y Govt;GTITL10Y Govt;GTGBP10Y Govt;GT10 @BGN Govt;GTJPY10Y Govt;GTCAD10Y Govt;GTAUD10Y Govt;GTCHF10Y Govt;GTSEK10Y Govt;GTSIT10Y Govt
20.03.2020;-0,326;0,105;0,729;1,628;0,558;0,848;0,064;0,865;1,1423;-0,365;-0,002;0,419
23.03.2020;-0,38;0,104;0,755;1,577;0,42;0,789;0,061;0,789;0,9145;-0,401;-0,031;0,462
24.03.2020;-0,327;0,181;0,876;1,561;0,474;0,85;0,031;0,87;0,8958;-0,325;-0,007;0,556
25.03.2020;-0,266;0,212;0,868;1,539;0,44;0,87;0,04;0,898;0,9783;-0,262;0,026;0,616
26.03.2020;-0,365;0,008;0,563;1,221;0,395;0,849;-0,011;0,84;0,9273;-0,316;-0,004;0,46
27.03.2020;-0,479;-0,066;0,535;1,323;0,362;0,679;0,006;0,738;0,9248;-0,366;-0,086;0,372
30.03.2020;-0,495;-0,052;0,6;1,475;0,331;0,729;-0,003;0,76;0,7835;-0,41;-0,149;0,388
31.03.2020;-0,474;-0,021;0,672;1,519;0,353;0,67;0,012;0,693;0,7625;-0,375;-0,141;0,409
01.04.2020;-0,463;0,001;0,698;1,505;0,311;0,584;0,003;0,611;0,678;-0,375;-0,151;0,424
02.04.2020;-0,438;0,044;0,703;1,463;0,329;0,599;-0,019;0,654;0,768;-0,4;-0,164;0,468
03.04.2020;-0,444;0,068;0,736;1,546;0,307;0,597;-0,016;0,71;0,7625;-0,353;-0,166;0,486
06.04.2020;-0,427;0,062;0,717;1,487;0,331;0,672;0,007;0,761;0,776;-0,336;-0,137;0,539
07.04.2020;-0,313;0,173;0,812;1,613;0,409;0,714;0,011;0,822;0,9198;-0,281;-0,063;0,745
08.04.2020;-0,309;0,165;0,836;1,649;0,38;0,773;0,016;0,81;0,9183;-0,291;-0,014;0,777
09.04.2020;-0,351;0,1;0,777;1,588;0,303;0,721;0,011;0,758;0,9088;-0,356;0,002;0,731
10.04.2020;-0,351;0,1;0,777;1,588;0,303;0,721;0;0,758;0,9088;-0,356;0,001;0,731
13.04.2020;-0,351;0,1;0,777;1,588;0,303;0,774;0,01;0,751;0,9088;-0,356;0,001;0,731
14.04.2020;-0,381;0,095;0,837;1,781;0,338;0,754;0,016;0,754;0,9258;-0,377;-0,043;0,702
15.04.2020;-0,468;0,052;0,858;1,881;0,3;0,632;0,004;0,638;0,9148;-0,428;-0,097;0,676
16.04.2020;-0,476;0,033;0,827;1,83;0,3;0,628;0,007;0,611;0,8465;-0,467;-0,09;0,668
17.04.2020;-0,475;0,026;0,811;1,79;0,302;0,643;0,017;0,642;0,8578;-0,493;-0,073;0,664
20.04.2020;-0,451;0,067;0,886;1,936;0,335;0,607;0,012;0,625;0,8365;-0,476;-0,047;0,705
21.04.2020;-0,479;0,07;0,999;2,153;0,295;0,571;0,011;0,576;0,8578;-0,482;-0,058;0,729
22.04.2020;-0,41;0,133;1,132;2,076;0,325;0,621;-0,01;0,613;0,8413;-0,406;-0,025;0,912
23.04.2020;-0,427;0,077;1,045;1,983;0,289;0,603;-0,006;0,596;0,8775;-0,427;-0,035;0,908
24.04.2020;-0,476;0,02;0,947;1,836;0,289;0,602;-0,025;0,578;0,88;-0,47;-0,074;0,856
27.04.2020;-0,456;0,013;0,884;1,758;0,299;0,661;-0,041;0,622;0,9125;-0,464;-0,093;0,827
28.04.2020;-0,471;-0,002;0,839;1,726;0,285;0,614;-0,048;0,571;0,9268;-0,482;-0,108;0,758
29.04.2020;-0,497;-0,043;0,795;1,753;0,283;0,628;-0,048;0,563;0,9195;-0,488;-0,133;0,727
30.04.2020;-0,589;-0,113;0,718;1,76;0,229;0,64;-0,038;0,544;0,8913;-0,558;-0,141;0,68
01.05.2020;-0,589;-0,113;0,718;1,76;0,246;0,614;-0,031;0,524;0,8715;-0,558;-0,141;0,68
04.05.2020;-0,565;-0,062;0,755;1,764;0,23;0,636;-0,031;0,568;0,8318;-0,541;-0,132;0,71
05.05.2020;-0,581;-0,07;0,776;1,864;0,204;0,663;-0,031;0,567;0,868;-0,556;-0,137;0,744
06.05.2020;-0,509;0,006;0,849;1,973;0,229;0,704;-0,031;0,611;0,9175;-0,527;-0,1;0,893
07.05.2020;-0,547;-0,029;0,817;1,916;0,232;0,642;-0,004;0,547;0,9298;-0,573;-0,115;0,829
08.05.2020;-0,539;-0,038;0,791;1,842;0,232;0,685;-0,008;0,58;0,894;-0,552;-0,098;0,835
11.05.2020;-0,513;-0,009;0,809;1,876;0,268;0,711;0,007;0,587;0,9633;-0,558;-0,062;0,826
12.05.2020;-0,508;-0,026;0,783;1,887;0,247;0,666;-0,005;0,543;0,9565;-0,56;-0,049;0,83
13.05.2020;-0,533;-0,05;0,73;1,8;0,206;0,653;-0,008;0,546;0,959;-0,541;-0,08;0,771
14.05.2020;-0,545;-0,046;0,743;1,815;0,202;0,623;-0,011;0,524;0,899;-0,546;-0,104;0,709
15.05.2020;-0,533;-0,027;0,755;1,861;0,229;0,644;-0,008;0,54;0,9108;-0,55;-0,085;0,699
18.05.2020;-0,468;-0,001;0,729;1,67;0,255;0,727;-0,014;0,54;0,9125;-0,542;-0,058;0,697
19.05.2020;-0,465;-0,019;0,638;1,632;0,244;0,69;-0,003;0,592;0,9793;-0,529;-0,046;0,66
20.05.2020;-0,471;-0,035;0,635;1,63;0,227;0,681;-0,001;0,559;0,949;-0,521;-0,047;0,663
21.05.2020;-0,497;-0,059;0,626;1,611;0,169;0,673;-0,005;0,546;0,9145;-0,521;-0,047;0,681
22.05.2020;-0,49;-0,036;0,621;1,594;0,172;0,66;-0,009;0,504;0,867;-0,526;-0,062;0,713
25.05.2020;-0,496;-0,047;0,605;1,572;0,172;0,66;-0,005;0,486;0,8595;-0,518;-0,063;0,688
26.05.2020;-0,431;0,005;0,62;1,548;0,213;0,698;0,001;0,55;0,8853;-0,481;-0,032;0,694
27.05.2020;-0,415;-0,01;0,643;1,499;0,192;0,683;-0,004;0,546;0,8803;-0,479;-0,026;0,669
28.05.2020;-0,42;-0,061;0,577;1,423;0,208;0,692;-0,005;0,56;0,8798;-0,477;-0,038;0,622
29.05.2020;-0,449;-0,079;0,559;1,474;0,182;0,653;-0,003;0,532;0,8845;-0,494;-0,041;0,517
01.06.2020;-0,404;-0,03;0,575;1,485;0,23;0,66;0,008;0,53;0,8953;-0,494;-0,017;0,53
02.06.2020;-0,417;-0,051;0,555;1,498;0,22;0,686;0,003;0,54;0,9058;-0,435;-0,019;0,478
03.06.2020;-0,356;0,003;0,607;1,552;0,272;0,747;0,011;0,616;0,968;-0,384;0,018;0,46
04.06.2020;-0,323;-0,007;0,553;1,418;0,304;0,825;0,03;0,678;1,0213;-0,361;0,044;0,398
05.06.2020;-0,278;0,015;0,555;1,409;0,353;0,896;0,044;0,726;1,0928;-0,31;0,051;0,421
08.06.2020;-0,32;0,043;0,545;1,402;0,332;0,876;0,045;0,674;1,0928;-0,331;0,07;0,379
09.06.2020;-0,311;0,074;0,634;1,499;0,335;0,826;0,014;0,63;1,0485;-0,318;0,071;0,399
10.06.2020;-0,333;0,074;0,674;1,549;0,266;0,728;0,019;0,565;1,0187;-0,334;0,085;0,417
11.06.2020;-0,415;-0,001;0,624;1,497;0,197;0,671;0,003;0,516;0,9213;-0,45;0,006;0,398
12.06.2020;-0,441;-0,041;0,59;1,445;0,207;0,705;0,007;0,532;0,9088;-0,476;-0,01;0,396
15.06.2020;-0,448;-0,044;0,557;1,456;0,203;0,722;0,001;0,516;0,8593;-0,462;-0,021;0,409
16.06.2020;-0,428;-0,053;0,53;1,395;0,205;0,754;0,013;0,55;0,9158;-0,444;0,016;0,401
17.06.2020;-0,396;-0,049;0,555;1,413;0,188;0,739;0,014;0,534;0,9163;-0,437;0,007;0,409
18.06.2020;-0,41;-0,074;0,511;1,377;0,225;0,709;0,01;0,523;0,8813;-0,442;0,008;0,389
19.06.2020;-0,418;-0,092;0,488;1,355;0,235;0,695;0,01;0,533;0,8623;-0,434;0,008;0,38
22.06.2020;-0,44;-0,12;0,458;1,286;0,192;0,709;0,005;0,542;0,867;-0,435;-0,048;0,337
23.06.2020;-0,409;-0,086;0,472;1,254;0,21;0,713;0,007;0,543;0,9018;-0,405;-0,022;0,371
24.06.2020;-0,443;-0,106;0,465;1,265;0,187;0,68;0,008;0,543;0,9225;-0,419;-0,024;0,336
25.06.2020;-0,471;-0,127;0,455;1,302;0,153;0,686;0,008;0,528;0,8825;-0,457;-0,072;0,317
26.06.2020;-0,483;-0,128;0,454;1,289;0,171;0,642;0,006;0,506;0,8653;-0,46;-0,085;0,319
29.06.2020;-0,472;-0,125;0,466;1,295;0,162;0,624;0,01;0,507;0,882;-0,464;-0,07;0,336
30.06.2020;-0,456;-0,113;0,464;1,256;0,171;0,657;0,02;0,525;0,8703;-0,468;-0,064;0,346
01.07.2020;-0,396;-0,063;0,499;1,269;0,21;0,677;0,04;0,525;0,9353;-0,425;-0,041;0,39
02.07.2020;-0,43;-0,113;0,448;1,209;0,185;0,67;0,029;0,559;0,924;-0,433;-0,061;0,317
03.07.2020;-0,434;-0,113;0,442;1,252;0,186;0,67;0,022;0,555;0,9043;-0,409;-0,07;0,319
06.07.2020;-0,434;-0,123;0,421;1,239;0,2;0,678;0,036;0,545;0,9245;-0,412;-0,063;0,308
07.07.2020;-0,43;-0,121;0,421;1,202;0,179;0,641;0,033;0,508;0,8845;-0,39;-0,064;0,292
08.07.2020;-0,441;-0,128;0,406;1,2;0,181;0,665;0,02;0,572;0,8703;-0,429;-0,076;0,244
09.07.2020;-0,464;-0,142;0,404;1,223;0,157;0,614;0,017;0,53;0,8975;-0,472;-0,089;0,169
10.07.2020;-0,469;-0,142;0,41;1,224;0,153;0,646;0,013;0,547;0,858;-0,488;-0,112;0,162
13.07.2020;-0,419;-0,104;0,44;1,235;0,185;0,619;0,028;0,536;0,9008;-0,429;-0,067;0,176
14.07.2020;-0,448;-0,133;0,405;1,211;0,148;0,624;0,019;0,533;0,9105;-0,449;-0,076;0,146
15.07.2020;-0,446;-0,138;0,418;1,199;0,165;0,631;0,02;0,532;0,8715;-0,459;-0,076;0,14
16.07.2020;-0,468;-0,155;0,398;1,185;0,137;0,618;0,011;0,501;0,8825;-0,483;-0,09;0,109
17.07.2020;-0,45;-0,141;0,406;1,168;0,161;0,627;0,011;0,523;0,8683;-0,46;-0,082;0,111
20.07.2020;-0,462;-0,167;0,353;1,102;0,15;0,612;0,018;0,511;0,888;-0,456;-0,094;0,07
21.07.2020;-0,462;-0,164;0,353;1,092;0,134;0,602;0,01;0,514;0,8635;-0,474;-0,094;0,061
22.07.2020;-0,492;-0,186;0,331;1,035;0,119;0,599;0,012;0,506;0,888;-0,515;-0,115;0,044
23.07.2020;-0,482;-0,183;0,32;0,983;0,123;0,579;0,012;0,5;0,862;-0,515;-0,104;0,034
24.07.2020;-0,449;-0,149;0,348;0,996;0,143;0,59;0,012;0,498;0,866;-0,49;-0,069;0,068
27.07.2020;-0,493;-0,191;0,338;0,986;0,108;0,616;0,017;0,519;0,8858;-0,526;-0,074;0,019
28.07.2020;-0,509;-0,197;0,352;1,006;0,107;0,58;0,018;0,473;0,9185;-0,55;-0,09;0,016
29.07.2020;-0,501;-0,184;0,345;0,991;0,117;0,576;0,017;0,477;0,8753;-0,539;-0,089;0,013
30.07.2020;-0,543;-0,219;0,313;0,969;0,087;0,548;0,014;0,445;0,8548;-0,57;-0,113;-0,012
31.07.2020;-0,525;-0,193;0,336;1,011;0,103;0,529;0,014;0,464;0,815;-0,563;0,028;0,008
03.08.2020;-0,524;-0,205;0,332;1,006;0,098;0,556;0,02;0,464;0,815;-0,535;0,026;-0,008
04.08.2020;-0,553;-0,24;0,28;0,946;0,075;0,508;0,012;0,43;0,831;-0,537;0,006;-0,047
05.08.2020;-0,507;-0,204;0,307;0,971;0,129;0,549;0,006;0,5;0,8205;-0,516;0,03;-0,005
06.08.2020;-0,532;-0,229;0,277;0,93;0,107;0,537;0,014;0,462;0,8535;-0,545;0,011;-0,031
07.08.2020;-0,51;-0,218;0,275;0,927;0,137;0,565;0,006;0,477;0,828;-0,53;-0,002;-0,011
10.08.2020;-0,528;-0,241;0,253;0,919;0,13;0,577;0,006;0,492;0,8638;-0,559;-0,001;-0,035
11.08.2020;-0,479;-0,205;0,277;0,941;0,199;0,642;0,027;0,574;0,8678;-0,509;0,038;-0,002
12.08.2020;-0,449;-0,177;0,3;0,96;0,236;0,676;0,039;0,607;0,918;-0,477;0,067;0,03
13.08.2020;-0,414;-0,127;0,367;1,01;0,242;0,722;0,029;0,637;0,8883;-0,449;0,102;0,059
14.08.2020;-0,423;-0,132;0,354;0,986;0,242;0,71;0,045;0,612;0,9335;-0,469;0,091;0,056
17.08.2020;-0,453;-0,162;0,323;0,929;0,215;0,689;0,041;0,584;0,8988;-0,471;0,075;0,03
18.08.2020;-0,464;-0,174;0,307;0,925;0,218;0,67;0,034;0,562;0,8693;-0,486;0,072;0,019
19.08.2020;-0,474;-0,185;0,288;0,912;0,235;0,682;0,026;0,579;0,8653;-0,499;0,057;0,007
20.08.2020;-0,497;-0,203;0,288;0,913;0,224;0,652;0,03;0,561;0,8543;-0,523;0,042;-0,005
21.08.2020;-0,509;-0,203;0,295;0,943;0,205;0,63;0,028;0,537;0,879;-0,533;0,032;-0,007
24.08.2020;-0,492;-0,194;0,323;0,943;0,212;0,655;0,022;0,557;0,8555;-0,512;0,045;0
25.08.2020;-0,433;-0,138;0,379;1,024;0,262;0,684;0,03;0,59;0,8855;-0,45;0,094;0,057
26.08.2020;-0,417;-0,129;0,373;1,015;0,301;0,689;0,042;0,61;0,95;-0,451;0,109;0,068
27.08.2020;-0,408;-0,116;0,386;1,018;0,335;0,753;0,038;0,663;0,9155;-0,435;0,106;0,084
28.08.2020;-0,41;-0,11;0,376;1,043;0,31;0,724;0,054;0,631;1,02;-0,443;0,129;0,083
31.08.2020;-0,398;-0,097;0,406;1,092;0,31;0,706;0,047;0,62;0,982;-0,436;0,144;0,111
01.09.2020;-0,421;-0,122;0,395;1,034;0,293;0,67;0,042;0,572;0,97;-0,449;0,131;0,081
02.09.2020;-0,475;-0,184;0,329;0,97;0,229;0,649;0,038;0,546;0,9325;-0,5;0,062;0,022
03.09.2020;-0,49;-0,197;0,323;0,973;0,235;0,636;0,035;0,534;0,9085;-0,506;0,033;0
04.09.2020;-0,474;-0,175;0,348;1,015;0,261;0,719;0,036;0,594;0,89;-0,486;0,057;0,021
07.09.2020;-0,463;-0,165;0,35;1,045;0,247;0,719;0,041;0,594;0,9675;-0,473;0,055;0,015
08.09.2020;-0,496;-0,196;0,322;1,027;0,187;0,68;0,035;0,561;0,972;-0,491;0,019;-0,01
09.09.2020;-0,464;-0,166;0,336;1,02;0,236;0,702;0,025;0,594;0,892;-0,465;0,041;0,018
10.09.2020;-0,434;-0,142;0,347;1,007;0,226;0,678;0,023;0,565;0,9325;-0,451;0,049;0,037
11.09.2020;-0,482;-0,191;0,305;0,98;0,181;0,667;0,022;0,549;0,9115;-0,483;0,018;0
14.09.2020;-0,482;-0,202;0,28;1,019;0,193;0,674;0,016;0,551;0,869;-0,486;0,002;-0,009
15.09.2020;-0,48;-0,212;0,268;0,997;0,216;0,681;0,015;0,553;0,8655;-0,494;0,011;-0,013
16.09.2020;-0,485;-0,224;0,259;0,967;0,21;0,699;0,015;0,572;0,868;-0,494;-0,003;-0,014
17.09.2020;-0,492;-0,231;0,263;0,953;0,184;0,69;0,011;0,572;0,8453;-0,505;-0,002;-0,006
18.09.2020;-0,487;-0,223;0,282;0,961;0,182;0,695;0,009;0,579;0,8873;-0,502;0,007;0,02
21.09.2020;-0,53;-0,257;0,25;0,917;0,155;0,667;0,009;0,549;0,8528;-0,529;-0,025;0,03
22.09.2020;-0,506;-0,241;0,233;0,864;0,202;0,672;0,009;0,555;0,8293;-0,507;-0,002;0,069
23.09.2020;-0,506;-0,245;0,224;0,85;0,217;0,673;0,003;0,555;0,804;-0,507;-0,005;0,081
24.09.2020;-0,502;-0,227;0,248;0,893;0,218;0,668;0,006;0,555;0,8035;-0,507;-0,01;0,063
25.09.2020;-0,53;-0,254;0,246;0,885;0,187;0,656;0,006;0,54;0,7975;-0,509;-0,024;0,044
28.09.2020;-0,528;-0,253;0,244;0,878;0,201;0,654;0,018;0,55;0,7725;-0,519;-0,042;0,034
29.09.2020;-0,546;-0,268;0,223;0,851;0,182;0,65;0,012;0,535;0,778;-0,527;-0,047;0,02
30.09.2020;-0,523;-0,244;0,246;0,865;0,228;0,685;0,011;0,559;0,7873;-0,517;-0,039;0,038
01.10.2020;-0,536;-0,259;0,229;0,82;0,233;0,679;0,011;0,551;0,896;-0,524;-0,031;0,014
02.10.2020;-0,537;-0,262;0,219;0,783;0,245;0,702;0,017;0,563;0,8325;-0,517;-0,027;-0,043
05.10.2020;-0,51;-0,24;0,26;0,807;0,287;0,783;0,022;0,618;0,8325;-0,512;-0,003;-0,026
06.10.2020;-0,509;-0,248;0,234;0,775;0,286;0,736;0,033;0,562;0,8843;-0,512;0,009;-0,038
07.10.2020;-0,495;-0,231;0,241;0,784;0,302;0,788;0,035;0,622;0,8395;-0,508;0,021;-0,019
08.10.2020;-0,524;-0,26;0,199;0,758;0,287;0,786;0,033;0,618;0,866;-0,519;0,005;-0,063
09.10.2020;-0,528;-0,267;0,174;0,723;0,279;0,776;0,03;0,625;0,85;-0,518;-0,004;-0,063
12.10.2020;-0,545;-0,286;0,144;0,676;0,27;0,776;0,028;0,625;0,8465;-0,523;-0,025;-0,067
13.10.2020;-0,557;-0,296;0,142;0,657;0,238;0,728;0,026;0,585;0,848;-0,518;-0,052;-0,078
14.10.2020;-0,582;-0,312;0,134;0,656;0,218;0,726;0,027;0,58;0,8378;-0,538;-0,082;-0,096
15.10.2020;-0,612;-0,332;0,147;0,696;0,178;0,733;0,018;0,567;0,766;-0,566;-0,106;-0,13
16.10.2020;-0,622;-0,347;0,123;0,65;0,181;0,746;0,017;0,572;0,722;-0,564;-0,096;-0,136
19.10.2020;-0,629;-0,343;0,157;0,719;0,168;0,771;0,021;0,59;0,752;-0,566;-0,085;-0,135
20.10.2020;-0,607;-0,329;0,181;0,727;0,186;0,787;0,017;0,604;0,758;-0,552;-0,069;-0,153
21.10.2020;-0,589;-0,312;0,203;0,781;0,24;0,824;0,03;0,621;0,8;-0,543;-0,053;-0,148
22.10.2020;-0,568;-0,287;0,222;0,802;0,282;0,857;0,029;0,662;0,811;-0,534;-0,04;-0,108
23.10.2020;-0,576;-0,301;0,193;0,757;0,279;0,844;0,036;0,637;0,856;-0,53;-0,019;-0,125
26.10.2020;-0,581;-0,3;0,184;0,737;0,274;0,803;0,03;0,625;0,806;-0,525;-0,017;-0,129
27.10.2020;-0,616;-0,329;0,156;0,699;0,23;0,769;0,026;0,597;0,8018;-0,552;-0,049;-0,15
28.10.2020;-0,627;-0,329;0,176;0,764;0,211;0,773;0,02;0,593;0,783;-0,568;-0,063;-0,138
29.10.2020;-0,638;-0,354;0,131;0,69;0,22;0,824;0,027;0,628;0,8155;-0,576;-0,076;-0,164
30.10.2020;-0,628;-0,343;0,133;0,758;0,26;0,875;0,037;0,661;0,8278;-0,557;-0,076;-0,171
02.11.2020;-0,64;-0,354;0,12;0,746;0,217;0,845;0,04;0,634;0,8233;-0,548;-0,064;-0,178
03.11.2020;-0,62;-0,345;0,108;0,733;0,271;0,9;0,04;0,686;0,7715;-0,53;-0,041;-0,2
04.11.2020;-0,639;-0,363;0,09;0,686;0,206;0,765;0,032;0,613;0,7917;-0,544;-0,052;-0,245
05.11.2020;-0,638;-0,365;0,089;0,666;0,232;0,764;0,017;0,61;0,741;-0,549;-0,042;-0,267
06.11.2020;-0,621;-0,357;0,096;0,639;0,273;0,82;0,016;0,643;0,753;-0,537;-0,044;-0,231
09.11.2020;-0,511;-0,256;0,184;0,756;0,371;0,924;0,016;0,747;0,769;-0,465;0,012;-0,13
10.11.2020;-0,486;-0,241;0,184;0,761;0,4;0,961;0,041;0,774;0,9203;-0,431;0,063;-0,111
11.11.2020;-0,508;-0,268;0,155;0,737;0,412;0,978;0,036;0,774;0,9945;-0,453;0,035;-0,147
12.11.2020;-0,537;-0,294;0,13;0,683;0,347;0,882;0,025;0,718;0,9138;-0,492;0,015;-0,167
13.11.2020;-0,549;-0,31;0,11;0,664;0,337;0,898;0,02;0,726;0,8805;-0,502;-0,004;-0,154
16.11.2020;-0,546;-0,31;0,098;0,65;0,348;0,908;0,018;0,734;0,8915;-0,499;0,009;-0,137
17.11.2020;-0,563;-0,333;0,073;0,638;0,323;0,859;0,02;0,687;0,9558;-0,497;0;-0,146
18.11.2020;-0,555;-0,324;0,079;0,654;0,335;0,871;0,013;0,701;0,8863;-0,503;-0,002;-0,133
19.11.2020;-0,572;-0,339;0,069;0,64;0,322;0,83;0,012;0,672;0,8865;-0,515;-0,022;-0,133
20.11.2020;-0,584;-0,35;0,063;0,632;0,3;0,825;0,008;0,651;0,8618;-0,515;-0,04;-0,15
23.11.2020;-0,582;-0,345;0,069;0,623;0,317;0,855;0,008;0,689;0,8463;-0,516;-0,052;-0,142
24.11.2020;-0,564;-0,331;0,072;0,611;0,329;0,881;0,021;0,715;0,8915;-0,507;-0,042;-0,125
25.11.2020;-0,568;-0,334;0,067;0,613;0,316;0,882;0,016;0,71;0,9325;-0,515;-0,036;-0,129
26.11.2020;-0,589;-0,352;0,049;0,6;0,279;0,882;0,022;0,684;0,912;-0,535;-0,042;-0,154
27.11.2020;-0,589;-0,348;0,056;0,593;0,283;0,839;0,026;0,677;0,9008;-0,537;-0,027;-0,147
30.11.2020;-0,572;-0,327;0,079;0,625;0,304;0,841;0,027;0,669;0,8963;-0,546;-0,005;-0,133
01.12.2020;-0,53;-0,291;0,117;0,673;0,346;0,928;0,016;0,734;0,917;-0,542;0,049;-0,113
02.12.2020;-0,521;-0,287;0,101;0,631;0,353;0,937;0,021;0,757;0,982;-0,546;0,056;-0,1
03.12.2020;-0,557;-0,321;0,069;0,601;0,321;0,907;0,022;0,738;1,0155;-0,556;0,033;-0,133
04.12.2020;-0,549;-0,312;0,079;0,623;0,35;0,968;0,019;0,793;0,993;-0,546;0,043;-0,13
07.12.2020;-0,583;-0,342;0,051;0,608;0,282;0,924;0,019;0,762;1,036;-0,547;-0,001;-0,159
08.12.2020;-0,608;-0,366;0,027;0,588;0,256;0,92;0,014;0,738;1,023;-0,551;-0,03;-0,183
09.12.2020;-0,606;-0,363;0,018;0,581;0,26;0,937;0,017;0,75;1,0248;-0,564;-0,024;-0,186
10.12.2020;-0,605;-0,358;0,02;0,561;0,199;0,908;0,011;0,734;0,9865;-0,589;-0,029;-0,213
11.12.2020;-0,638;-0,384;0,001;0,557;0,171;0,898;0,01;0,71;0,9855;-0,613;-0,066;-0,237
14.12.2020;-0,621;-0,374;0,001;0,539;0,221;0,894;0,007;0,715;0,964;-0,59;-0,063;-0,228
15.12.2020;-0,612;-0,374;-0,019;0,518;0,259;0,91;0,001;0,725;0,9628;-0,597;-0,068;-0,229
16.12.2020;-0,568;-0,331;0,022;0,535;0,271;0,918;0,006;0,728;0,9613;-0,568;-0,015;-0,185
17.12.2020;-0,572;-0,333;0,028;0,539;0,285;0,934;0,005;0,74;0,9873;-0,587;-0,025;-0,198
18.12.2020;-0,574;-0,334;0,042;0,564;0,247;0,949;0,007;0,748;0,9863;-0,579;-0,01;-0,193
21.12.2020;-0,582;-0,341;0,053;0,567;0,204;0,935;0,007;0,724;0,9603;-0,577;-0,012;-0,194
22.12.2020;-0,597;-0,353;0,048;0,553;0,181;0,918;0,007;0,701;0,9503;-0,579;-0,005;-0,193
23.12.2020;-0,55;-0,313;0,071;0,583;0,284;0,945;0,008;0,726;0,928;-0,549;0,005;-0,156
24.12.2020;-0,55;-0,314;0,071;0,583;0,253;0,926;0,012;0,72;0,9945;-0,55;0,005;-0,156
25.12.2020;-0,55;-0,314;0,071;0,583;0,253;0,926;0,017;0,72;0,9945;-0,55;0,005;-0,156
28.12.2020;-0,567;-0,334;0,047;0,537;0,253;0,925;0,02;0,72;0,9945;-0,558;0,02;-0,176
29.12.2020;-0,574;-0,344;0,048;0,555;0,211;0,939;0,021;0,709;0,964;-0,57;0,012;-0,191
30.12.2020;-0,572;-0,343;0,043;0,541;0,211;0,925;0,017;0,703;0,9803;-0,578;0,022;-0,187
31.12.2020;-0,572;-0,343;0,043;0,541;0,192;0,916;0,017;0,675;0,97;-0,579;0,022;-0,187
01.01.2021;-0,572;-0,343;0,043;0,541;0,192;0,916;0,017;0,675;1,005;-0,579;0,022;-0,187
04.01.2021;-0,606;-0,37;0,02;0,546;0,171;0,914;0,017;0,676;1,0168;-0,603;-0,011;-0,204
05.01.2021;-0,579;-0,34;0,033;0,565;0,208;0,957;0,007;0,711;0,981;-0,602;-0,001;-0,164
06.01.2021;-0,523;-0,323;0,045;0,565;0,242;1,038;0,017;0,755;1,0655;-0,517;-0,001;-0,157
07.01.2021;-0,525;-0,323;0,043;0,557;0,283;1,081;0,035;0,792;1,0845;-0,514;0,042;-0,165
08.01.2021;-0,522;-0,318;0,039;0,529;0,287;1,117;0,032;0,813;1,125;-0,51;0,061;-0,164
11.01.2021;-0,498;-0,293;0,057;0,563;0,307;1,147;0,032;0,837;1,1055;-0,489;0,076;-0,133
12.01.2021;-0,469;-0,257;0,107;0,648;0,35;1,13;0,03;0,841;1,148;-0,44;0,103;-0,083
13.01.2021;-0,523;-0,307;0,067;0,598;0,306;1,084;0,026;0,808;1,106;-0,475;0,066;-0,085
14.01.2021;-0,55;-0,329;0,059;0,642;0,29;1,13;0,027;0,853;1,0965;-0,499;0,032;-0,1
15.01.2021;-0,544;-0,321;0,057;0,612;0,287;1,084;0,031;0,806;1,0833;-0,492;0,044;-0,104
18.01.2021;-0,528;-0,305;0,077;0,629;0,286;1,084;0,042;0,803;1,0678;-0,48;0,061;-0,085
19.01.2021;-0,527;-0,306;0,067;0,587;0,288;1,089;0,042;0,801;1,0947;-0,476;0,076;-0,1
20.01.2021;-0,53;-0,304;0,074;0,618;0,3;1,081;0,036;0,824;1,0848;-0,48;0,078;-0,095
21.01.2021;-0,497;-0,268;0,125;0,685;0,329;1,107;0,027;0,868;1,0655;-0,448;0,104;-0,064
22.01.2021;-0,514;-0,28;0,121;0,75;0,306;1,087;0,036;0,844;1,1273;-0,455;0,084;-0,07
25.01.2021;-0,551;-0,317;0,071;0,677;0,261;1,031;0,036;0,81;1,112;-0,485;0,054;-0,106
26.01.2021;-0,535;-0,304;0,072;0,646;0,264;1,036;0,028;0,816;1,112;-0,475;0,06;-0,074
27.01.2021;-0,547;-0,309;0,073;0,654;0,268;1,018;0,037;0,792;1,0932;-0,489;0,053;-0,085
28.01.2021;-0,54;-0,306;0,072;0,635;0,286;1,047;0,036;0,813;1,0795;-0,478;0,057;-0,084
29.01.2021;-0,519;-0,282;0,097;0,642;0,326;1,067;0,049;0,887;1,1325;-0,452;0,089;-0,076
01.02.2021;-0,517;-0,281;0,093;0,62;0,32;1,081;0,055;0,882;1,1488;-0,445;0,093;-0,072
02.02.2021;-0,49;-0,254;0,115;0,65;0,348;1,098;0,049;0,903;1,1538;-0,431;0,111;-0,058
03.02.2021;-0,466;-0,239;0,125;0,585;0,37;1,139;0,054;0,947;1,1743;-0,423;0,127;-0,061
04.02.2021;-0,455;-0,238;0,121;0,544;0,439;1,141;0,055;0,962;1,2288;-0,387;0,133;-0,067
05.02.2021;-0,448;-0,23;0,122;0,533;0,481;1,165;0,054;0,998;1,1945;-0,378;0,136;-0,068
