`;GTDEM10Y Govt;GTFRF10Y Govt;GTESP10Y Govt;GTITL10Y Govt;GTGBP10Y Govt;GT10 @BGN Govt;GTJPY10Y Govt;GTCAD10Y Govt;GTAUD10Y Govt;GTCHF10Y Govt;GTSEK10Y Govt;GTSIT10Y Govt
03.05.2019;0,024;0,371;0,981;2,559;1,218;2,526;-0,048;1,762;1,79;-0,319;0,322;0,609
06.05.2019;0,005;0,355;0,98;2,577;1,218;2,471;-0,048;1,733;1,7365;-0,336;0,309;0,59
07.05.2019;-0,039;0,326;0,961;2,618;1,156;2,458;-0,057;1,683;1,7823;-0,359;0,256;0,557
08.05.2019;-0,045;0,33;0,957;2,613;1,136;2,484;-0,055;1,704;1,7335;-0,344;0,245;0,55
09.05.2019;-0,048;0,343;0,986;2,681;1,124;2,444;-0,053;1,678;1,7118;-0,358;0,208;0,561
10.05.2019;-0,045;0,346;0,975;2,681;1,134;2,468;-0,055;1,731;1,729;-0,351;0,214;0,569
13.05.2019;-0,071;0,331;0,989;2,699;1,1;2,402;-0,053;1,665;1,723;-0,366;0,201;0,56
14.05.2019;-0,071;0,326;0,969;2,728;1,104;2,411;-0,057;1,689;1,6993;-0,378;0,201;0,552
15.05.2019;-0,099;0,303;0,952;2,746;1,067;2,374;-0,058;1,665;1,6923;-0,396;0,176;0,546
16.05.2019;-0,096;0,293;0,902;2,683;1,073;2,395;-0,067;1,676;1,6398;-0,392;0,182;0,557
17.05.2019;-0,105;0,285;0,872;2,658;1,033;2,392;-0,059;1,686;1,6398;-0,396;0,179;0,549
20.05.2019;-0,089;0,309;0,882;2,698;1,054;2,417;-0,048;1,687;1,6743;-0,386;0,201;0,57
21.05.2019;-0,064;0,326;0,871;2,642;1,082;2,427;-0,051;1,758;1,634;-0,375;0,209;0,58
22.05.2019;-0,087;0,305;0,866;2,631;1,014;2,383;-0,058;1,714;1,6345;-0,396;0,205;0,579
23.05.2019;-0,121;0,281;0,849;2,636;0,952;2,319;-0,064;1,64;1,5803;-0,417;0,185;0,556
24.05.2019;-0,118;0,28;0,822;2,551;0,955;2,321;-0,078;1,611;1,5193;-0,43;0,184;0,551
27.05.2019;-0,145;0,259;0,806;2,673;0,955;2,321;-0,074;1,596;1,5498;-0,442;0,166;0,59
28.05.2019;-0,162;0,248;0,784;2,681;0,916;2,267;-0,079;1,574;1,534;-0,452;0,153;0,527
29.05.2019;-0,18;0,225;0,73;2,639;0,891;2,263;-0,096;1,578;1,483;-0,473;0,133;0,526
30.05.2019;-0,176;0,235;0,759;2,654;0,896;2,214;-0,082;1,552;1,5325;-0,473;0,133;0,526
31.05.2019;-0,204;0,207;0,712;2,667;0,885;2,125;-0,1;1,486;1,4577;-0,491;0,099;0,514
03.06.2019;-0,202;0,2;0,689;2,558;0,861;2,072;-0,098;1,418;1,5078;-0,501;0,076;0,503
04.06.2019;-0,208;0,183;0,662;2,514;0,901;2,131;-0,108;1,474;1,501;-0,487;0,061;0,48
05.06.2019;-0,227;0,152;0,627;2,468;0,863;2,136;-0,128;1,446;1,4815;-0,5;0,072;0,439
06.06.2019;-0,24;0,113;0,607;2,486;0,825;2,118;-0,126;1,457;1,4678;-0,507;0,067;0,383
07.06.2019;-0,258;0,083;0,55;2,356;0,812;2,083;-0,125;1,459;1,4718;-0,524;0,042;0,331
10.06.2019;-0,22;0,135;0,602;2,357;0,838;2,15;-0,124;1,519;1,4718;-0,524;0,073;0,344
11.06.2019;-0,233;0,118;0,576;2,391;0,858;2,144;-0,114;1,526;1,4528;-0,49;0,045;0,333
12.06.2019;-0,238;0,111;0,571;2,431;0,866;2,121;-0,117;1,495;1,426;-0,47;0,037;0,318
13.06.2019;-0,242;0,109;0,54;2,355;0,835;2,096;-0,118;1,448;1,4032;-0,479;0,021;0,324
14.06.2019;-0,256;0,092;0,498;2,345;0,846;2,081;-0,134;1,434;1,3703;-0,496;0,044;0,307
17.06.2019;-0,245;0,105;0,523;2,296;0,848;2,095;-0,129;1,451;1,3875;-0,483;0,063;0,309
18.06.2019;-0,321;0,007;0,39;2,112;0,805;2,06;-0,13;1,422;1,3693;-0,548;-0,015;0,251
19.06.2019;-0,289;0,046;0,4;2,106;0,864;2,024;-0,141;1,423;1,3395;-0,51;0,009;0,278
20.06.2019;-0,32;0,011;0,389;2,142;0,805;2,029;-0,17;1,467;1,2945;-0,539;0,005;0,24
21.06.2019;-0,286;0,045;0,433;2,146;0,844;2,056;-0,162;1,483;1,2803;-0,501;0,018;0,253
24.06.2019;-0,308;0,022;0,405;2,151;0,815;2,015;-0,158;1,46;1,2965;-0,524;0,015;0,229
25.06.2019;-0,332;-0,006;0,377;2,158;0,792;1,986;-0,158;1,435;1,2828;-0,542;-0,003;0,197
26.06.2019;-0,304;0,018;0,39;2,14;0,83;2,048;-0,14;1,5;1,2785;-0,531;0,007;0,199
27.06.2019;-0,322;-0,002;0,392;2,133;0,821;2,015;-0,146;1,472;1,3475;-0,542;0,026;0,181
28.06.2019;-0,329;-0,007;0,392;2,099;0,831;2,006;-0,164;1,464;1,322;-0,553;0,021;0,174
01.07.2019;-0,358;-0,05;0,334;1,965;0,812;2,026;-0,151;1,464;1,356;-0,566;0,014;0,142
02.07.2019;-0,369;-0,058;0,29;1,837;0,721;1,975;-0,15;1,466;1,3335;-0,593;0,013;0,134
03.07.2019;-0,387;-0,104;0,21;1,582;0,69;1,951;-0,156;1,456;1,2785;-0,656;-0,007;0,092
04.07.2019;-0,4;-0,133;0,245;1,673;0,675;1,951;-0,162;1,467;1,292;-0,665;-0,034;0,076
05.07.2019;-0,365;-0,088;0,321;1,743;0,736;2,035;-0,163;1,57;1,2818;-0,643;-0,009;0,126
08.07.2019;-0,368;-0,071;0,433;1,783;0,713;2,048;-0,152;1,58;1,3203;-0,654;-0,01;0,16
09.07.2019;-0,356;-0,055;0,416;1,731;0,719;2,066;-0,145;1,581;1,3178;-0,618;0,042;0,177
10.07.2019;-0,309;-0,021;0,435;1,734;0,757;2,062;-0,123;1,583;1,3533;-0,569;0,081;0,209
11.07.2019;-0,228;0,015;0,472;1,698;0,834;2,139;-0,141;1,626;1,3333;-0,528;0,115;0,247
12.07.2019;-0,212;0,059;0,563;1,735;0,834;2,123;-0,121;1,606;1,4375;-0,52;0,142;0,309
15.07.2019;-0,254;0,01;0,503;1,646;0,8;2,09;-0,121;1,591;1,4533;-0,555;0,11;0,259
16.07.2019;-0,246;0,006;0,487;1,61;0,82;2,103;-0,126;1,585;1,403;-0,572;0,095;0,26
17.07.2019;-0,292;-0,039;0,443;1,592;0,758;2,046;-0,126;1,526;1,393;-0,607;0,049;0,205
18.07.2019;-0,312;-0,063;0,4;1,552;0,758;2,025;-0,137;1,498;1,3483;-0,626;0,031;0,159
19.07.2019;-0,325;-0,072;0,382;1,603;0,733;2,056;-0,138;1,503;1,3527;-0,639;0,017;0,142
22.07.2019;-0,348;-0,085;0,388;1,651;0,706;2,047;-0,142;1,483;1,3315;-0,652;0,008;0,128
23.07.2019;-0,356;-0,091;0,39;1,601;0,69;2,082;-0,151;1,495;1,3167;-0,659;-0,001;0,128
24.07.2019;-0,38;-0,117;0,341;1,491;0,677;2,045;-0,154;1,442;1,2965;-0,694;-0,026;0,107
25.07.2019;-0,364;-0,11;0,352;1,515;0,708;2,082;-0,157;1,464;1,228;-0,706;-0,022;0,125
26.07.2019;-0,378;-0,124;0,369;1,564;0,686;2,071;-0,154;1,464;1,2285;-0,697;-0,055;0,124
29.07.2019;-0,393;-0,141;0,354;1,571;0,653;2,066;-0,15;1,474;1,2088;-0,733;-0,075;0,115
30.07.2019;-0,401;-0,143;0,349;1,584;0,633;2,059;-0,157;1,492;1,204;-0,749;-0,123;0,108
31.07.2019;-0,442;-0,186;0,28;1,54;0,609;2,015;-0,159;1,475;1,1848;-0,781;-0,147;0,064
01.08.2019;-0,451;-0,188;0,289;1,58;0,592;1,894;-0,136;1,396;1,2093;-0,781;-0,147;0,037
02.08.2019;-0,497;-0,24;0,242;1,54;0,549;1,847;-0,17;1,372;1,085;-0,858;-0,199;-0,016
05.08.2019;-0,517;-0,239;0,243;1,564;0,511;1,709;-0,199;1,372;1,085;-0,878;-0,231;-0,036
06.08.2019;-0,538;-0,266;0,227;1,512;0,513;1,704;-0,187;1,237;1,0405;-0,897;-0,217;-0,06
07.08.2019;-0,583;-0,314;0,168;1,417;0,484;1,735;-0,197;1,239;0,9583;-0,956;-0,279;-0,153
08.08.2019;-0,562;-0,283;0,22;1,532;0,519;1,718;-0,198;1,241;0,9773;-0,94;-0,236;-0,132
09.08.2019;-0,578;-0,27;0,257;1,804;0,482;1,746;-0,222;1,27;0,9578;-0,948;-0,247;-0,137
12.08.2019;-0,593;-0,288;0,226;1,7;0,488;1,646;-0,222;1,196;0,9575;-0,963;-0,265;-0,138
13.08.2019;-0,611;-0,317;0,206;1,616;0,492;1,705;-0,241;1,239;0,9325;-1;-0,28;-0,155
14.08.2019;-0,652;-0,372;0,139;1,505;0,446;1,58;-0,225;1,143;0,942;-1,058;-0,335;-0,192
15.08.2019;-0,715;-0,439;0,031;1,33;0,407;1,529;-0,239;1,093;0,888;-1,159;-0,408;-0,236
16.08.2019;-0,687;-0,416;0,075;1,39;0,463;1,555;-0,235;1,159;0,8835;-1,137;-0,421;-0,239
19.08.2019;-0,65;-0,369;0,129;1,434;0,467;1,607;-0,23;1,185;0,9138;-1,05;-0,336;-0,196
20.08.2019;-0,692;-0,414;0,093;1,37;0,45;1,556;-0,24;1,157;0,9418;-1,078;-0,352;-0,222
21.08.2019;-0,672;-0,399;0,094;1,33;0,477;1,59;-0,242;1,222;0,9315;-1,003;-0,305;-0,201
22.08.2019;-0,646;-0,361;0,137;1,304;0,516;1,615;-0,243;1,289;0,9108;-0,938;-0,288;-0,163
23.08.2019;-0,677;-0,375;0,134;1,314;0,479;1,536;-0,238;1,17;0,973;-0,964;-0,298;-0,176
26.08.2019;-0,669;-0,376;0,127;1,321;0,479;1,536;-0,271;1,212;0,8858;-0,975;-0,31;-0,174
27.08.2019;-0,695;-0,416;0,079;1,136;0,5;1,473;-0,271;1,123;0,906;-1,021;-0,342;-0,22
28.08.2019;-0,716;-0,435;0,06;1,042;0,441;1,481;-0,279;1,124;0,8855;-1,07;-0,383;-0,229
29.08.2019;-0,694;-0,413;0,099;0,981;0,435;1,496;-0,291;1,145;0,876;-1,047;-0,367;-0,213
30.08.2019;-0,702;-0,406;0,1;0,995;0,477;1,498;-0,276;1,161;0,885;-1,051;-0,366;-0,212
02.09.2019;-0,704;-0,401;0,123;0,964;0,412;1,498;-0,272;1,161;0,92;-1,022;-0,353;-0,219
03.09.2019;-0,708;-0,399;0,105;0,872;0,403;1,458;-0,291;1,114;0,9388;-1,037;-0,365;-0,221
04.09.2019;-0,677;-0,375;0,145;0,808;0,49;1,467;-0,284;1,132;0,9308;-0,985;-0,327;-0,203
05.09.2019;-0,595;-0,294;0,23;0,943;0,597;1,559;-0,267;1,265;0,9713;-0,915;-0,229;-0,134
06.09.2019;-0,64;-0,343;0,17;0,874;0,503;1,561;-0,247;1,281;1,089;-0,951;-0,242;-0,159
09.09.2019;-0,587;-0,283;0,216;0,941;0,588;1,645;-0,257;1,351;1,03;-0,899;-0,193;-0,098
10.09.2019;-0,55;-0,245;0,256;1,019;0,636;1,732;-0,228;1,432;1,0775;-0,872;-0,212;-0,027
11.09.2019;-0,565;-0,264;0,251;0,968;0,636;1,74;-0,206;1,425;1,141;-0,812;-0,2;-0,013
12.09.2019;-0,518;-0,238;0,219;0,865;0,67;1,772;-0,218;1,449;1,1538;-0,777;-0,184;0,002
13.09.2019;-0,45;-0,172;0,298;0,879;0,759;1,898;-0,161;1,51;1,1568;-0,691;-0,118;0,09
16.09.2019;-0,482;-0,202;0,254;0,841;0,69;1,848;-0,161;1,48;1,19;-0,746;-0,132;0,064
17.09.2019;-0,476;-0,183;0,282;0,919;0,693;1,803;-0,159;1,447;1,1325;-0,77;-0,172;0,079
18.09.2019;-0,512;-0,228;0,225;0,874;0,64;1,798;-0,189;1,435;1,1372;-0,804;-0,219;0,054
19.09.2019;-0,509;-0,217;0,245;0,883;0,634;1,786;-0,219;1,431;1,0598;-0,778;-0,203;0,061
20.09.2019;-0,523;-0,222;0,232;0,921;0,626;1,723;-0,214;1,383;1,02;-0,795;-0,21;0,044
23.09.2019;-0,582;-0,29;0,145;0,829;0,548;1,728;-0,214;1,375;1,0003;-0,852;-0,26;-0,021
24.09.2019;-0,602;-0,298;0,115;0,831;0,525;1,646;-0,241;1,305;0,9623;-0,866;-0,288;-0,03
25.09.2019;-0,576;-0,276;0,13;0,841;0,531;1,738;-0,262;1,4;0,9413;-0,845;-0,29;-0,016
26.09.2019;-0,584;-0,29;0,146;0,822;0,517;1,694;-0,251;1,357;0,9503;-0,826;-0,288;-0,022
27.09.2019;-0,575;-0,283;0,147;0,823;0,497;1,683;-0,242;1,356;0,9455;-0,806;-0,291;-0,015
30.09.2019;-0,573;-0,277;0,142;0,82;0,483;1,666;-0,22;1,359;1,0178;-0,788;-0,271;-0,007
01.10.2019;-0,566;-0,266;0,149;0,855;0,469;1,637;-0,157;1,348;0,9728;-0,777;-0,279;-0,025
02.10.2019;-0,548;-0,248;0,166;0,899;0,502;1,6;-0,168;1,305;0,9638;-0,751;-0,285;-0,007
03.10.2019;-0,592;-0,29;0,128;0,825;0,468;1,535;-0,199;1,248;0,9193;-0,798;-0,349;-0,031
04.10.2019;-0,588;-0,283;0,128;0,831;0,441;1,53;-0,218;1,231;0,8903;-0,824;-0,343;-0,038
07.10.2019;-0,576;-0,275;0,134;0,85;0,448;1,56;-0,228;1,299;0,8903;-0,801;-0,337;-0,038
08.10.2019;-0,596;-0,259;0,119;0,841;0,414;1,53;-0,208;1,277;0,8938;-0,801;-0,349;-0,053
09.10.2019;-0,55;-0,22;0,148;0,867;0,459;1,585;-0,207;1,308;0,8818;-0,77;-0,316;-0,026
10.10.2019;-0,471;-0,144;0,223;0,956;0,586;1,67;-0,21;1,409;0,8948;-0,717;-0,243;0,034
11.10.2019;-0,444;-0,13;0,233;0,939;0,703;1,731;-0,186;1,515;1,015;-0,674;-0,187;0,059
14.10.2019;-0,458;-0,145;0,209;0,911;0,636;1,731;-0,186;1,515;1,0427;-0,684;-0,198;0,047
15.10.2019;-0,418;-0,122;0,224;0,935;0,69;1,773;-0,176;1,562;1,0138;-0,646;-0,177;0,04
16.10.2019;-0,388;-0,1;0,25;0,925;0,71;1,74;-0,165;1,547;1,0488;-0,609;-0,116;0,021
17.10.2019;-0,41;-0,117;0,224;0,888;0,675;1,753;-0,157;1,557;1,1005;-0,621;-0,132;0
18.10.2019;-0,384;-0,079;0,243;0,925;0,707;1,755;-0,143;1,543;1,1023;-0,614;-0,092;0,045
21.10.2019;-0,345;-0,044;0,282;0,982;0,748;1,801;-0,135;1,563;1,1477;-0,574;-0,04;0,093
22.10.2019;-0,37;-0,066;0,258;0,922;0,709;1,762;-0,135;1,519;1,1677;-0,601;-0,064;0,077
23.10.2019;-0,395;-0,094;0,247;0,935;0,683;1,765;-0,145;1,517;1,1033;-0,624;-0,047;0,064
24.10.2019;-0,406;-0,107;0,233;0,905;0,622;1,767;-0,149;1,52;1,0833;-0,626;-0,05;0,06
25.10.2019;-0,364;-0,063;0,27;0,95;0,68;1,796;-0,145;1,538;1,0583;-0,595;-0,029;0,098
28.10.2019;-0,333;-0,03;0,303;1,003;0,721;1,843;-0,131;1,622;1,0953;-0,542;-0,01;0,128
29.10.2019;-0,353;-0,053;0,285;0,986;0,708;1,839;-0,11;1,599;1,1823;-0,548;-0,052;0,113
30.10.2019;-0,356;-0,059;0,279;0,989;0,684;1,772;-0,119;1,448;1,1372;-0,538;-0,063;0,108
31.10.2019;-0,409;-0,099;0,234;0,921;0,627;1,692;-0,143;1,41;1,1388;-0,588;-0,119;0,069
01.11.2019;-0,384;-0,072;0,271;0,991;0,662;1,711;-0,185;1,443;1,097;-0,553;-0,104;0,09
04.11.2019;-0,352;-0,045;0,306;0,994;0,721;1,778;-0,185;1,526;1,1768;-0,515;-0,047;0,103
05.11.2019;-0,311;-0,014;0,325;1,027;0,773;1,859;-0,131;1,603;1,201;-0,478;0,012;0,13
06.11.2019;-0,335;-0,04;0,289;1,002;0,713;1,829;-0,089;1,538;1,2713;-0,478;-0,003;0,11
07.11.2019;-0,236;0,055;0,379;1,164;0,791;1,918;-0,075;1,613;1,211;-0,423;0,045;0,197
08.11.2019;-0,264;0,022;0,384;1,19;0,788;1,943;-0,061;1,578;1,2913;-0,425;0,056;0,174
11.11.2019;-0,246;0,05;0,427;1,259;0,809;1,943;-0,073;1,578;1,2965;-0,423;0,057;0,185
12.11.2019;-0,254;0,046;0,44;1,215;0,805;1,936;-0,029;1,601;1,283;-0,418;0,057;0,18
13.11.2019;-0,302;0,011;0,447;1,243;0,758;1,887;-0,052;1,551;1,2715;-0,491;0,008;0,151
14.11.2019;-0,353;-0,024;0,453;1,323;0,708;1,82;-0,077;1,462;1,1768;-0,54;-0,021;0,113
15.11.2019;-0,336;-0,023;0,437;1,23;0,727;1,832;-0,078;1,48;1,1615;-0,533;-0,004;0,12
18.11.2019;-0,337;-0,032;0,411;1,207;0,748;1,816;-0,086;1,485;1,1665;-0,539;-0,01;0,117
19.11.2019;-0,341;-0,029;0,426;1,243;0,731;1,784;-0,089;1,443;1,1292;-0,554;-0,014;0,114
20.11.2019;-0,348;-0,039;0,422;1,2;0,728;1,747;-0,115;1,429;1,0728;-0,568;-0,048;0,11
21.11.2019;-0,328;-0,018;0,448;1,175;0,751;1,774;-0,114;1,475;1,0738;-0,555;-0,024;0,127
22.11.2019;-0,36;-0,045;0,406;1,179;0,703;1,771;-0,084;1,471;1,0987;-0,6;-0,033;0,102
25.11.2019;-0,35;-0,04;0,409;1,161;0,695;1,756;-0,089;1,462;1,0918;-0,605;-0,04;0,108
26.11.2019;-0,373;-0,062;0,386;1,167;0,649;1,742;-0,101;1,437;1,0773;-0,613;-0,035;0,093
27.11.2019;-0,374;-0,06;0,392;1,205;0,674;1,767;-0,117;1,473;1,0183;-0,645;-0,022;0,095
28.11.2019;-0,362;-0,052;0,407;1,233;0,674;1,767;-0,094;1,466;0,9993;-0,645;-0,006;0,1
29.11.2019;-0,362;-0,052;0,413;1,229;0,696;1,777;-0,082;1,46;1,0343;-0,635;0,005;0,101
02.12.2019;-0,283;0,027;0,486;1,349;0,738;1,82;-0,053;1,532;1,0945;-0,606;0,052;0,17
03.12.2019;-0,35;-0,046;0,408;1,284;0,668;1,717;-0,031;1,445;1,1948;-0,659;-0,001;0,11
04.12.2019;-0,317;-0,009;0,439;1,288;0,739;1,775;-0,048;1,539;1,0613;-0,644;0,027;0,138
05.12.2019;-0,296;0,021;0,486;1,37;0,772;1,811;-0,037;1,61;1,0923;-0,642;0,055;0,166
06.12.2019;-0,288;0,031;0,49;1,35;0,771;1,838;-0,014;1,578;1,127;-0,623;0,041;0,176
09.12.2019;-0,309;0,008;0,45;1,275;0,761;1,82;-0,011;1,585;1,151;-0,619;0,026;0,162
10.12.2019;-0,297;0,014;0,458;1,241;0,798;1,842;-0,022;1,597;1,106;-0,599;0,038;0,17
11.12.2019;-0,323;-0,01;0,41;1,203;0,773;1,793;-0,005;1,58;1,1543;-0,603;0,025;0,15
12.12.2019;-0,271;0,036;0,447;1,231;0,818;1,893;-0,021;1,667;1,1313;-0,577;0,059;0,189
13.12.2019;-0,291;0,003;0,409;1,257;0,788;1,823;-0,026;1,577;1,256;-0,589;0,059;0,17
16.12.2019;-0,278;0,016;0,417;1,293;0,82;1,872;-0,019;1,632;1,1558;-0,584;0,051;0,172
17.12.2019;-0,296;0,002;0,39;1,271;0,76;1,881;-0,014;1,631;1,1568;-0,599;0,031;0,167
18.12.2019;-0,252;0,05;0,426;1,336;0,773;1,918;-0,021;1,692;1,2058;-0,567;0,056;0,206
19.12.2019;-0,237;0,063;0,444;1,381;0,801;1,921;-0,006;1,658;1,2685;-0,546;0,082;0,222
20.12.2019;-0,254;0,05;0,438;1,403;0,78;1,918;0,007;1,613;1,286;-0,551;0,094;0,215
23.12.2019;-0,245;0,057;0,429;1,425;0,771;1,93;0,006;1,628;1,297;-0,54;0,087;0,246
24.12.2019;-0,245;0,057;0,428;1,425;0,765;1,901;0,003;1,609;1,311;-0,541;0,087;0,246
25.12.2019;-0,245;0,057;0,428;1,425;0,765;1,901;-0,028;1,609;1,311;-0,541;0,087;0,246
26.12.2019;-0,245;0,057;0,428;1,425;0,765;1,895;-0,02;1,609;1,311;-0,541;0,087;0,246
27.12.2019;-0,258;0,043;0,404;1,369;0,751;1,877;-0,009;1,596;1,3068;-0,553;0,102;0,205
30.12.2019;-0,188;0,115;0,463;1,409;0,863;1,88;-0,02;1,64;1,307;-0,503;0,145;0,267
31.12.2019;-0,188;0,115;0,463;1,409;0,817;1,919;-0,02;1,699;1,3705;-0,503;0,145;0,267
01.01.2020;-0,188;0,115;0,463;1,409;0,817;1,919;-0,02;1,699;1,3705;-0,503;0,145;0,267
02.01.2020;-0,226;0,075;0,441;1,411;0,79;1,878;-0,02;1,623;1,343;-0,503;0,151;0,257
03.01.2020;-0,284;0,023;0,382;1,344;0,737;1,789;-0,02;1,533;1,2523;-0,545;0,121;0,216
06.01.2020;-0,289;0,018;0,391;1,359;0,767;1,81;-0,028;1,585;1,2018;-0,561;0,113;0,238
07.01.2020;-0,286;0,015;0,395;1,374;0,791;1,819;-0,014;1,578;1,216;-0,561;0,109;0,189
08.01.2020;-0,21;0,048;0,43;1,412;0,816;1,875;-0,012;1,629;1,183;-0,549;0,129;0,216
09.01.2020;-0,182;0,063;0,449;1,376;0,819;1,856;0,001;1,605;1,2357;-0,515;0,155;0,218
10.01.2020;-0,201;0,042;0,437;1,319;0,768;1,821;-0,005;1,586;1,2542;-0,525;0,151;0,185
13.01.2020;-0,161;0,088;0,476;1,374;0,749;1,847;-0,005;1,607;1,2128;-0,496;0,176;0,231
14.01.2020;-0,172;0,08;0,476;1,393;0,719;1,812;0,01;1,584;1,2553;-0,508;0,177;0,221
15.01.2020;-0,201;0,052;0,451;1,399;0,653;1,784;0,005;1,532;1,2105;-0,55;0,146;0,203
16.01.2020;-0,22;0,041;0,464;1,434;0,642;1,808;0,009;1,553;1,1828;-0,584;0,134;0,265
17.01.2020;-0,216;0,043;0,46;1,374;0,631;1,822;-0,003;1,562;1,177;-0,57;0,14;0,277
20.01.2020;-0,22;0,036;0,441;1,351;0,649;1,822;0,002;1,565;1,1723;-0,586;0,136;0,277
21.01.2020;-0,25;0,007;0,42;1,369;0,629;1,775;-0,003;1,514;1,1578;-0,632;0,118;0,251
22.01.2020;-0,261;-0,008;0,41;1,346;0,634;1,77;-0,006;1,45;1,1147;-0,644;0,102;0,245
23.01.2020;-0,309;-0,062;0,356;1,252;0,59;1,733;-0,023;1,411;1,1038;-0,683;0,071;0,207
24.01.2020;-0,336;-0,078;0,344;1,23;0,562;1,685;-0,027;1,359;1,0867;-0,7;0,055;0,176
27.01.2020;-0,387;-0,129;0,278;1,035;0,507;1,609;-0,049;1,302;1,0867;-0,757;-0,009;0,142
28.01.2020;-0,342;-0,087;0,313;1,03;0,551;1,657;-0,044;1,373;0,952;-0,714;0,011;0,185
29.01.2020;-0,378;-0,126;0,298;0,951;0,515;1,585;-0,045;1,308;1,0118;-0,72;-0,004;0,156
30.01.2020;-0,407;-0,149;0,269;0,939;0,541;1,586;-0,065;1,328;0,9633;-0,734;-0,028;0,129
31.01.2020;-0,436;-0,177;0,232;0,932;0,523;1,508;-0,072;1,271;0,9523;-0,759;-0,057;0,061
03.02.2020;-0,444;-0,181;0,239;0,949;0,512;1,528;-0,062;1,255;0,9253;-0,743;-0,053;0,045
04.02.2020;-0,4;-0,141;0,266;0,949;0,565;1,6;-0,053;1,331;0,9233;-0,721;0;0,064
05.02.2020;-0,361;-0,104;0,296;0,962;0,614;1,652;-0,041;1,387;1,0318;-0,68;0,049;0,09
06.02.2020;-0,371;-0,118;0,293;0,962;0,58;1,644;-0,022;1,366;1,092;-0,674;0,057;0,081
07.02.2020;-0,386;-0,137;0,281;0,941;0,569;1,584;-0,043;1,323;1,0423;-0,7;0,03;0,059
10.02.2020;-0,412;-0,166;0,256;0,95;0,555;1,571;-0,06;1,309;1,0075;-0,718;0,016;0,043
11.02.2020;-0,393;-0,146;0,265;0,967;0,567;1,601;-0,06;1,355;1,0173;-0,702;0,014;0,048
12.02.2020;-0,379;-0,14;0,306;0,912;0,61;1,634;-0,04;1,395;1,062;-0,68;0,02;0,051
13.02.2020;-0,387;-0,145;0,296;0,905;0,65;1,618;-0,039;1,393;1,042;-0,697;0,008;0,04
14.02.2020;-0,402;-0,158;0,291;0,919;0,626;1,587;-0,032;1,361;1,0468;-0,705;0,002;0,026
17.02.2020;-0,402;-0,164;0,285;0,903;0,64;1,587;-0,038;1,361;1,0515;-0,702;0,011;0,025
18.02.2020;-0,409;-0,167;0,285;0,929;0,61;1,562;-0,066;1,327;1,033;-0,71;-0,006;0,027
19.02.2020;-0,42;-0,185;0,268;0,951;0,598;1,568;-0,052;1,357;1,037;-0,728;-0,055;0,021
20.02.2020;-0,446;-0,218;0,223;0,904;0,575;1,516;-0,044;1,306;1,0025;-0,752;-0,101;-0,006
21.02.2020;-0,432;-0,203;0,224;0,909;0,572;1,472;-0,06;1,278;0,938;-0,759;-0,115;0,007
24.02.2020;-0,483;-0,234;0,206;0,966;0,539;1,371;-0,06;1,197;0,9183;-0,794;-0,164;-0,014
25.02.2020;-0,514;-0,247;0,211;0,986;0,518;1,354;-0,109;1,212;0,9275;-0,81;-0,178;-0,016
26.02.2020;-0,507;-0,234;0,247;0,992;0,503;1,339;-0,092;1,216;0,9175;-0,792;-0,166;0,005
27.02.2020;-0,545;-0,259;0,306;1,072;0,469;1,262;-0,111;1,155;0,8533;-0,829;-0,204;-0,009
28.02.2020;-0,609;-0,291;0,279;1,1;0,441;1,15;-0,159;1,13;0,8182;-0,846;-0,286;-0,033
02.03.2020;-0,627;-0,302;0,283;1,134;0,404;1,165;-0,124;1,099;0,804;-0,86;-0,331;-0,035
03.03.2020;-0,627;-0,327;0,185;0,986;0,388;1,001;-0,113;0,959;0,7923;-0,834;-0,282;-0,039
04.03.2020;-0,641;-0,325;0,171;1,012;0,368;1,054;-0,132;1,01;0,7188;-0,833;-0,294;-0,033
05.03.2020;-0,688;-0,353;0,21;1,065;0,329;0,914;-0,118;0,841;0,7797;-0,85;-0,318;-0,039
06.03.2020;-0,712;-0,348;0,211;1,07;0,232;0,764;-0,136;0,723;0,6755;-0,876;-0,38;-0,023
09.03.2020;-0,858;-0,387;0,26;1,42;0,155;0,543;-0,171;0,535;0,611;-0,984;-0,526;-0,047
10.03.2020;-0,794;-0,302;0,34;1,325;0,238;0,805;-0,078;0,662;0,793;-0,915;-0,414;0,036
11.03.2020;-0,745;-0,316;0,257;1,173;0,292;0,872;-0,071;0,654;0,6785;-0,82;-0,368;0,052
12.03.2020;-0,748;-0,112;0,506;1,757;0,26;0,811;-0,067;0,597;0,7685;-0,78;-0,35;0,157
13.03.2020;-0,548;0,01;0,617;1,783;0,408;0,964;0,02;0,847;0,9783;-0,574;-0,168;0,283
16.03.2020;-0,465;0,159;0,837;2,161;0,433;0,721;0,009;0,773;0,9105;-0,48;-0,038;0,453
17.03.2020;-0,438;0,22;1,028;2,351;0,55;1,082;0,008;0,957;1,0343;-0,504;-0,103;0,529
18.03.2020;-0,24;0,342;1,216;2,428;0,792;1,195;0,064;1,045;1,2145;-0,356;-0,002;0,637
19.03.2020;-0,198;0,224;0,875;1,737;0,72;1,144;0,064;0,995;1,4897;-0,23;0,08;0,53
