`;GTDEM10Y Govt;GTITL10Y Govt;GTGBP10Y Govt;GT10 @BGN Govt;GTJPY10Y Govt;GTCAD10Y Govt;GTAUD10Y Govt;GTCHF10Y Govt;GTSEK10Y Govt
30.05.2016;0,166;1,362;1,435;1,852;-0,118;1,35;2,277;-0,317;0,542
31.05.2016;0,138;1,354;1,428;1,847;-0,12;1,317;2,303;-0,347;0,502
01.06.2016;0,135;1,38;1,372;1,836;-0,119;1,3;2,292;-0,394;0,49
02.06.2016;0,113;1,373;1,343;1,8;-0,11;1,247;2,267;-0,414;0,469
03.06.2016;0,067;1,331;1,276;1,701;-0,104;1,176;2,232;-0,436;0,401
06.06.2016;0,085;1,466;1,279;1,738;-0,125;1,237;2,157;-0,421;0,401
07.06.2016;0,049;1,42;1,265;1,719;-0,123;1,218;2,194;-0,453;0,375
08.06.2016;0,054;1,39;1,252;1,703;-0,115;1,199;2,153;-0,45;0,328
09.06.2016;0,032;1,382;1,242;1,688;-0,133;1,183;2,093;-0,48;0,286
10.06.2016;0,02;1,381;1,231;1,641;-0,155;1,129;2,102;-0,477;0,255
13.06.2016;0,023;1,453;1,208;1,61;-0,162;1,11;2,102;-0,495;0,25
14.06.2016;-0,004;1,504;1,142;1,614;-0,17;1,115;2,049;-0,519;0,239
15.06.2016;-0,011;1,496;1,119;1,573;-0,194;1,08;2,066;-0,529;0,487
16.06.2016;-0,025;1,54;1,109;1,58;-0,199;1,105;2,003;-0,548;0,447
17.06.2016;0,018;1,51;1,143;1,609;-0,155;1,117;2,076;-0,506;0,515
20.06.2016;0,05;1,43;1,237;1,689;-0,153;1,206;2,139;-0,465;0,575
21.06.2016;0,049;1,445;1,285;1,707;-0,147;1,251;2,159;-0,457;0,574
22.06.2016;0,061;1,431;1,311;1,686;-0,143;1,229;2,222;-0,437;0,583
23.06.2016;0,093;1,397;1,372;1,747;-0,148;1,289;2,25;-0,402;0,595
24.06.2016;-0,049;1,552;1,084;1,561;-0,178;1,161;2,008;-0,524;0,595
27.06.2016;-0,117;1,506;0,933;1,439;-0,198;1,078;2,057;-0,589;0,356
28.06.2016;-0,113;1,397;0,959;1,467;-0,23;1,08;1,989;-0,547;0,347
29.06.2016;-0,127;1,369;0,947;1,516;-0,238;1,126;2,004;-0,572;0,302
30.06.2016;-0,131;1,256;0,864;1,471;-0,222;1,059;1,981;-0,613;0,25
01.07.2016;-0,127;1,228;0,861;1,445;-0,261;1,057;1,954;-0,621;0,211
04.07.2016;-0,142;1,245;0,831;1,445;-0,255;1,043;2,007;-0,619;0,159
05.07.2016;-0,186;1,26;0,77;1,376;-0,252;0,994;1,943;-0,645;0,089
06.07.2016;-0,177;1,24;0,764;1,369;-0,27;0,971;1,864;-0,653;0,094
07.07.2016;-0,171;1,241;0,779;1,386;-0,28;0,977;1,867;-0,642;0,105
08.07.2016;-0,189;1,192;0,734;1,359;-0,287;0,959;1,883;-0,648;0,136
11.07.2016;-0,168;1,201;0,757;1,431;-0,272;0,979;1,902;-0,669;0,136
12.07.2016;-0,091;1,223;0,827;1,511;-0,28;1,055;1,944;-0,629;0,193
13.07.2016;-0,075;1,206;0,743;1,475;-0,285;1;1,976;-0,631;0,152
14.07.2016;-0,041;1,216;0,792;1,536;-0,262;1,055;1,958;-0,591;0,177
15.07.2016;0,005;1,253;0,833;1,552;-0,232;1,08;1,972;-0,573;0,211
18.07.2016;-0,017;1,249;0,823;1,583;-0,232;1,099;1,99;-0,579;0,177
19.07.2016;-0,031;1,233;0,799;1,553;-0,234;1,073;1,92;-0,57;0,16
20.07.2016;-0,012;1,239;0,833;1,581;-0,237;1,121;1,92;-0,538;0,177
21.07.2016;-0,018;1,242;0,833;1,557;-0,223;1,101;1,925;-0,537;0,176
22.07.2016;-0,031;1,232;0,796;1,567;-0,227;1,098;1,906;-0,539;0,166
25.07.2016;-0,043;1,234;0,809;1,574;-0,245;1,104;1,913;-0,55;0,185
26.07.2016;-0,029;1,246;0,821;1,562;-0,26;1,118;1,921;-0,538;0,192
27.07.2016;-0,081;1,21;0,737;1,498;-0,295;1,074;1,953;-0,57;0,174
28.07.2016;-0,091;1,196;0,711;1,505;-0,277;1,07;1,866;-0,594;0,1
29.07.2016;-0,121;1,166;0,684;1,454;-0,195;1,025;1,874;-0,598;0,091
01.08.2016;-0,1;1,179;0,729;1,522;-0,14;1,025;1,874;-0,598;0,039
02.08.2016;-0,038;1,214;0,807;1,557;-0,08;1,076;1,819;-0,554;0,119
03.08.2016;-0,039;1,216;0,801;1,543;-0,091;1,094;1,929;-0,54;0,123
04.08.2016;-0,097;1,144;0,642;1,502;-0,083;1,045;1,945;-0,574;0,112
05.08.2016;-0,068;1,135;0,67;1,589;-0,098;1,067;1,87;-0,561;0,103
08.08.2016;-0,067;1,12;0,61;1,593;-0,054;1,062;1,954;-0,559;0,11
09.08.2016;-0,078;1,118;0,581;1,548;-0,084;1,012;1,938;-0,553;0,109
10.08.2016;-0,11;1,075;0,526;1,508;-0,103;0,989;1,869;-0,584;0,05
11.08.2016;-0,094;1,058;0,536;1,56;-0,103;1,029;1,852;-0,577;0,054
12.08.2016;-0,11;1,04;0,517;1,514;-0,11;1,004;1,907;-0,578;0,036
15.08.2016;-0,076;1,057;0,53;1,558;-0,09;1,043;1,873;-0,544;0,046
16.08.2016;-0,031;1,115;0,584;1,575;-0,1;1,062;1,877;-0,507;0,074
17.08.2016;-0,051;1,114;0,562;1,55;-0,085;1,052;1,907;-0,518;0,071
18.08.2016;-0,083;1,073;0,549;1,536;-0,087;1,038;1,87;-0,535;0,063
19.08.2016;-0,034;1,132;0,618;1,579;-0,083;1,074;1,86;-0,514;0,136
22.08.2016;-0,091;1,102;0,559;1,543;-0,075;1,021;1,905;-0,538;0,114
23.08.2016;-0,097;1,118;0,543;1,547;-0,095;1,021;1,848;-0,55;0,08
24.08.2016;-0,091;1,124;0,552;1,562;-0,073;1,036;1,842;-0,548;0,091
25.08.2016;-0,072;1,13;0,572;1,574;-0,09;1,063;1,854;-0,547;0,092
26.08.2016;-0,073;1,132;0,564;1,63;-0,075;1,089;1,854;-0,551;0,102
29.08.2016;-0,085;1,117;0,564;1,56;-0,068;1,024;1,879;-0,528;0,104
30.08.2016;-0,093;1,105;0,637;1,567;-0,08;1,019;1,838;-0,524;0,086
31.08.2016;-0,066;1,144;0,642;1,581;-0,071;1,021;1,824;-0,502;0,096
01.09.2016;-0,068;1,171;0,667;1,569;-0,053;1,004;1,843;-0,5;0,111
02.09.2016;-0,045;1,169;0,726;1,603;-0,038;1,06;1,853;-0,473;0,131
05.09.2016;-0,049;1,158;0,717;1,603;-0,038;1,06;1,892;-0,49;0,142
06.09.2016;-0,112;1,086;0,66;1,535;-0,023;1,024;1,902;-0,523;0,128
07.09.2016;-0,118;1,079;0,678;1,54;-0,054;1,003;1,829;-0,539;0,14
08.09.2016;-0,063;1,153;0,757;1,6;-0,04;1,081;1,862;-0,509;0,188
09.09.2016;0,009;1,247;0,858;1,676;-0,02;1,149;1,964;-0,456;0,282
12.09.2016;0,037;1,276;0,865;1,664;-0,007;1,153;2,048;-0,41;0,302
13.09.2016;0,069;1,32;0,911;1,728;-0,018;1,229;2,065;-0,397;0,305
14.09.2016;0,02;1,292;0,873;1,698;-0,026;1,185;2,093;-0,396;0,278
15.09.2016;0,03;1,332;0,89;1,692;-0,043;1,196;2,107;-0,38;0,292
16.09.2016;0,006;1,34;0,872;1,693;-0,044;1,191;2,107;-0,422;0,275
19.09.2016;0,015;1,311;0,876;1,713;-0,044;1,192;2,117;-0,414;0,287
20.09.2016;-0,019;1,249;0,805;1,69;-0,068;1,161;2,115;-0,442;0,268
21.09.2016;0,001;1,28;0,804;1,652;-0,032;1,146;2,128;-0,435;0,282
22.09.2016;-0,098;1,188;0,706;1,619;-0,032;1,101;2,034;-0,492;0,214
23.09.2016;-0,083;1,212;0,729;1,619;-0,05;1,041;1,998;-0,492;0,201
26.09.2016;-0,118;1,183;0,696;1,585;-0,069;0,991;1,97;-0,536;0,167
27.09.2016;-0,141;1,207;0,671;1,557;-0,079;0,965;1,97;-0,561;0,135
28.09.2016;-0,147;1,181;0,678;1,573;-0,095;0,977;1,946;-0,567;0,134
29.09.2016;-0,119;1,21;0,721;1,561;-0,085;0,951;1,971;-0,558;0,168
30.09.2016;-0,122;1,186;0,745;1,595;-0,094;0,993;1,908;-0,575;0,162
03.10.2016;-0,094;1,265;0,732;1,623;-0,073;1,011;1,908;-0,572;0,182
04.10.2016;-0,056;1,305;0,778;1,687;-0,077;1,064;2,069;-0,565;0,199
05.10.2016;-0,006;1,359;0,814;1,703;-0,062;1,088;2,125;-0,511;0,254
06.10.2016;-0,02;1,34;0,869;1,738;-0,063;1,136;2,165;-0,506;0,262
07.10.2016;0,018;1,382;0,969;1,719;-0,064;1,169;2,172;-0,511;0,275
10.10.2016;0,054;1,394;1,021;1,719;-0,064;1,169;2,186;-0,517;0,294
11.10.2016;0,024;1,375;0,978;1,765;-0,05;1,194;2,249;-0,53;0,218
12.10.2016;0,065;1,417;1,042;1,77;-0,061;1,193;2,303;-0,509;0,241
13.10.2016;0,037;1,376;1,023;1,742;-0,061;1,176;2,245;-0,534;0,245
14.10.2016;0,056;1,379;1,095;1,799;-0,059;1,247;2,263;-0,497;0,279
17.10.2016;0,053;1,398;1,122;1,767;-0,057;1,218;2,308;-0,515;0,276
18.10.2016;0,034;1,38;1,079;1,739;-0,055;1,193;2,333;-0,516;0,261
19.10.2016;0,028;1,383;1,081;1,744;-0,062;1,192;2,297;-0,514;0,248
20.10.2016;0,002;1,367;1,075;1,757;-0,07;1,17;2,287;-0,527;0,208
21.10.2016;0,005;1,373;1,087;1,736;-0,061;1,127;2,287;-0,521;0,169
24.10.2016;0,022;1,389;1,081;1,766;-0,06;1,164;2,24;-0,506;0,146
25.10.2016;0,029;1,381;1,088;1,757;-0,07;1,138;2,276;-0,508;0,149
26.10.2016;0,084;1,457;1,151;1,794;-0,069;1,156;2,265;-0,463;0,195
27.10.2016;0,169;1,53;1,252;1,855;-0,06;1,235;2,331;-0,397;0,263
28.10.2016;0,166;1,584;1,258;1,848;-0,051;1,225;2,377;-0,417;0,259
31.10.2016;0,161;1,661;1,243;1,826;-0,053;1,193;2,346;-0,424;0,252
01.11.2016;0,177;1,751;1,279;1,828;-0,054;1,205;2,383;-0,366;0,28
02.11.2016;0,129;1,662;1,168;1,803;-0,068;1,181;2,344;-0,395;0,237
03.11.2016;0,157;1,693;1,199;1,812;-0,068;1,196;2,3;-0,362;0,257
04.11.2016;0,133;1,752;1,128;1,777;-0,067;1,156;2,329;-0,384;0,256
07.11.2016;0,152;1,705;1,201;1,827;-0,055;1,218;2,349;-0,369;0,256
08.11.2016;0,186;1,72;1,235;1,856;-0,07;1,269;2,353;-0,359;0,258
09.11.2016;0,202;1,751;1,255;2,058;-0,074;1,366;2,223;-0,342;0,295
10.11.2016;0,272;1,896;1,34;2,151;-0,045;1,426;2,5;-0,227;0,446
11.11.2016;0,307;2,018;1,362;2,151;-0,031;1,426;2,566;-0,206;0,47
14.11.2016;0,317;2,077;1,406;2,262;-0,016;1,547;2,657;-0,143;0,509
15.11.2016;0,306;1,961;1,377;2,22;0,001;1,533;2,658;-0,155;0,497
16.11.2016;0,296;2,031;1,381;2,223;0,019;1,503;2,641;-0,153;0,495
17.11.2016;0,277;2,092;1,408;2,304;0,003;1,561;2,568;-0,158;0,478
18.11.2016;0,27;2,091;1,453;2,356;0,032;1,575;2,719;-0,137;0,509
21.11.2016;0,272;2,068;1,425;2,316;0,024;1,568;2,687;-0,166;0,51
22.11.2016;0,218;2,022;1,36;2,313;0,027;1,538;2,672;-0,206;0,462
23.11.2016;0,261;2,115;1,448;2,351;0,027;1,536;2,705;-0,184;0,489
24.11.2016;0,257;2,129;1,434;2,351;0,027;1,586;2,752;-0,192;0,516
25.11.2016;0,238;2,086;1,415;2,358;0,036;1,557;2,761;-0,203;0,527
28.11.2016;0,203;2,066;1,378;2,313;0,014;1,521;2,697;-0,21;0,512
29.11.2016;0,219;1,942;1,368;2,292;0,013;1,506;2,704;-0,184;0,49
30.11.2016;0,273;1,986;1,415;2,382;0,019;1,582;2,723;-0,157;0,529
01.12.2016;0,366;2,048;1,494;2,449;0,026;1,673;2,783;-0,124;0,581
02.12.2016;0,279;1,9;1,378;2,384;0,032;1,616;2,863;-0,163;0,548
05.12.2016;0,33;1,982;1,401;2,395;0,033;1,625;2,793;-0,115;0,607
06.12.2016;0,37;1,941;1,415;2,39;0,045;1,633;2,822;-0,119;0,616
07.12.2016;0,343;1,885;1,356;2,341;0,027;1,596;2,797;-0,123;0,573
08.12.2016;0,38;1,994;1,379;2,408;0,044;1,66;2,732;-0,101;0,633
09.12.2016;0,362;2,038;1,45;2,468;0,056;1,727;2,815;-0,097;0,601
12.12.2016;0,396;1,993;1,465;2,472;0,083;1,746;2,855;-0,062;0,631
13.12.2016;0,356;1,872;1,439;2,472;0,078;1,756;2,82;-0,09;0,591
14.12.2016;0,298;1,793;1,383;2,572;0,054;1,788;2,79;-0,132;0,557
15.12.2016;0,362;1,823;1,485;2,598;0,085;1,834;2,869;-0,093;0,625
16.12.2016;0,312;1,87;1,436;2,593;0,075;1,83;2,831;-0,111;0,626
19.12.2016;0,244;1,816;1,397;2,539;0,083;1,779;2,861;-0,134;0,626
20.12.2016;0,265;1,837;1,405;2,56;0,066;1,803;2,846;-0,122;0,677
21.12.2016;0,243;1,82;1,39;2,536;0,056;1,805;2,822;-0,132;0,651
22.12.2016;0,257;1,849;1,369;2,552;0,051;1,821;2,832;-0,145;0,644
23.12.2016;0,218;1,818;1,342;2,538;0,051;1,793;2,872;-0,157;0,602
26.12.2016;0,218;1,818;1,342;2,538;0,056;1,793;2,872;-0,157;0,602
27.12.2016;0,203;1,842;1,342;2,561;0,059;1,795;2,872;-0,195;0,56
28.12.2016;0,191;1,809;1,294;2,509;0,054;1,731;2,853;-0,201;0,561
29.12.2016;0,171;1,792;1,232;2,476;0,035;1,717;2,778;-0,218;0,531
30.12.2016;0,204;1,812;1,235;2,445;0,041;1,718;2,765;-0,224;0,543
02.01.2017;0,185;1,739;1,235;2,445;0,041;1,718;2,765;-0,224;0,528
03.01.2017;0,261;1,863;1,328;2,445;0,041;1,738;2,748;-0,13;0,588
04.01.2017;0,273;1,868;1,333;2,44;0,06;1,71;2,792;-0,134;0,587
05.01.2017;0,24;1,929;1,289;2,345;0,053;1,662;2,742;-0,152;0,603
06.01.2017;0,296;1,959;1,381;2,42;0,053;1,728;2,681;-0,127;0,615
09.01.2017;0,275;1,891;1,333;2,366;0,053;1,677;2,763;-0,156;0,589
10.01.2017;0,283;1,912;1,36;2,377;0,057;1,683;2,714;-0,169;0,579
11.01.2017;0,324;1,865;1,344;2,373;0,057;1,681;2,73;-0,189;0,563
12.01.2017;0,312;1,891;1,297;2,364;0,035;1,661;2,667;-0,189;0,569
13.01.2017;0,336;1,89;1,362;2,397;0,045;1,712;2,692;-0,175;0,613
16.01.2017;0,321;1,903;1,31;2,397;0,048;1,692;2,697;-0,189;0,601
17.01.2017;0,32;1,907;1,306;2,326;0,042;1,664;2,698;-0,18;0,595
18.01.2017;0,353;1,952;1,334;2,43;0,052;1,705;2,682;-0,165;0,623
19.01.2017;0,378;1,979;1,406;2,475;0,072;1,76;2,759;-0,115;0,657
20.01.2017;0,42;2,014;1,429;2,468;0,059;1,747;2,783;-0,089;0,69
23.01.2017;0,361;1,983;1,365;2,398;0,052;1,68;2,758;-0,125;0,651
24.01.2017;0,406;2,035;1,4;2,466;0,044;1,757;2,695;-0,11;0,674
25.01.2017;0,463;2,102;1,469;2,513;0,066;1,822;2,73;-0,079;0,73
26.01.2017;0,482;2,226;1,513;2,505;0,086;1,816;2,73;-0,071;0,748
27.01.2017;0,46;2,221;1,468;2,485;0,077;1,778;2,779;-0,094;0,736
30.01.2017;0,447;2,318;1,442;2,489;0,08;1,782;2,724;-0,101;0,752
31.01.2017;0,434;2,253;1,415;2,454;0,08;1,756;2,713;-0,094;0,731
01.02.2017;0,466;2,307;1,447;2,471;0,09;1,757;2,737;-0,062;0,745
02.02.2017;0,424;2,228;1,381;2,475;0,109;1,762;2,77;-0,071;0,7
03.02.2017;0,41;2,258;1,35;2,466;0,095;1,762;2,795;-0,089;0,7
06.02.2017;0,368;2,367;1,314;2,409;0,1;1,7;2,764;-0,114;0,702
07.02.2017;0,348;2,358;1,287;2,394;0,1;1,687;2,696;-0,106;0,672
08.02.2017;0,294;2,238;1,21;2,337;0,093;1,621;2,695;-0,151;0,638
09.02.2017;0,31;2,165;1,244;2,396;0,094;1,675;2,643;-0,15;0,633
10.02.2017;0,318;2,263;1,254;2,408;0,084;1,694;2,696;-0,139;0,654
13.02.2017;0,33;2,217;1,291;2,437;0,088;1,729;2,706;-0,131;0,71
14.02.2017;0,364;2,224;1,308;2,471;0,093;1,764;2,737;-0,106;0,75
15.02.2017;0,372;2,233;1,295;2,494;0,086;1,781;2,788;-0,103;0,734
16.02.2017;0,347;2,139;1,258;2,448;0,092;1,743;2,8;-0,126;0,726
17.02.2017;0,3;2,181;1,21;2,416;0,087;1,708;2,803;-0,154;0,668
20.02.2017;0,295;2,172;1,227;2,416;0,097;1,708;2,79;-0,159;0,657
21.02.2017;0,298;2,233;1,235;2,43;0,09;1,72;2,8;-0,147;0,649
22.02.2017;0,277;2,183;1,201;2,414;0,078;1,715;2,834;-0,176;0,622
23.02.2017;0,23;2,214;1,152;2,373;0,077;1,668;2,785;-0,215;0,598
24.02.2017;0,184;2,188;1,075;2,313;0,063;1,603;2,73;-0,244;0,539
27.02.2017;0,197;2,127;1,149;2,366;0,046;1,644;2,711;-0,239;0,515
28.02.2017;0,206;2,079;1,149;2,391;0,048;1,632;2,722;-0,26;0,522
01.03.2017;0,28;2,117;1,193;2,454;0,06;1,686;2,802;-0,228;0,609
02.03.2017;0,315;2,13;1,21;2,479;0,064;1,692;2,786;-0,205;0,655
03.03.2017;0,353;2,094;1,184;2,479;0,073;1,698;2,807;-0,149;0,685
06.03.2017;0,338;2,157;1,212;2,501;0,069;1,704;2,804;-0,145;0,66
07.03.2017;0,317;2,186;1,191;2,519;0,071;1,737;2,822;-0,144;0,639
08.03.2017;0,367;2,248;1,216;2,561;0,075;1,774;2,863;-0,11;0,693
09.03.2017;0,423;2,306;1,223;2,606;0,09;1,81;2,929;-0,045;0,721
10.03.2017;0,481;2,355;1,23;2,575;0,084;1,808;2,977;0,024;0,765
13.03.2017;0,469;2,355;1,246;2,627;0,085;1,868;2,936;0,006;0,76
14.03.2017;0,443;2,333;1,223;2,601;0,092;1,835;2,922;-0,017;0,745
15.03.2017;0,412;2,291;1,21;2,494;0,09;1,761;2,917;-0,052;0,734
16.03.2017;0,445;2,357;1,248;2,541;0,07;1,799;2,816;-0,042;0,755
17.03.2017;0,432;2,351;1,242;2,501;0,07;1,758;2,861;-0,045;0,74
20.03.2017;0,438;2,354;1,233;2,462;0,07;1,725;2,823;-0,037;0,754
21.03.2017;0,457;2,313;1,252;2,418;0,061;1,7;2,808;-0,025;0,756
22.03.2017;0,406;2,255;1,175;2,406;0,056;1,678;2,755;-0,049;0,69
23.03.2017;0,429;2,264;1,227;2,42;0,052;1,684;2,755;-0,039;0,679
24.03.2017;0,401;2,214;1,195;2,413;0,06;1,638;2,75;-0,049;0,664
27.03.2017;0,399;2,185;1,166;2,379;0,051;1,602;2,708;-0,062;0,633
28.03.2017;0,386;2,15;1,191;2,419;0,053;1,625;2,699;-0,091;0,636
29.03.2017;0,342;2,126;1,148;2,377;0,05;1,59;2,722;-0,126;0,605
30.03.2017;0,33;2,14;1,12;2,421;0,06;1,633;2,69;-0,124;0,609
31.03.2017;0,325;2,309;1,138;2,388;0,065;1,622;2,701;-0,12;0,596
03.04.2017;0,275;2,315;1,062;2,32;0,07;1,566;2,675;-0,148;0,59
04.04.2017;0,256;2,266;1,066;2,361;0,058;1,581;2,605;-0,153;0,564
05.04.2017;0,256;2,263;1,091;2,336;0,058;1,557;2,605;-0,166;0,576
06.04.2017;0,261;2,262;1,098;2,342;0,055;1,547;2,581;-0,159;0,561
07.04.2017;0,226;2,21;1,074;2,383;0,056;1,593;2,551;-0,204;0,535
10.04.2017;0,204;2,23;1,075;2,367;0,044;1,596;2,573;-0,19;0,535
11.04.2017;0,203;2,271;1,052;2,297;0,032;1,542;2,531;-0,18;0,543
12.04.2017;0,196;2,29;1,049;2,24;0,024;1,504;2,504;-0,189;0,552
13.04.2017;0,186;2,303;1,042;2,238;0,024;1,49;2,474;-0,194;0,506
14.04.2017;0,186;2,303;1,042;2,238;0,003;1,49;2,474;-0,194;0,506
17.04.2017;0,186;2,303;1,042;2,251;0,003;1,514;2,474;-0,194;0,506
18.04.2017;0,155;2,252;1,013;2,169;0,005;1,435;2,488;-0,234;0,516
19.04.2017;0,201;2,266;1,064;2,215;0,003;1,463;2,456;-0,224;0,531
20.04.2017;0,242;2,254;1,068;2,233;0,012;1,481;2,503;-0,214;0,549
21.04.2017;0,251;2,251;1,033;2,249;0,011;1,466;2,538;-0,227;0,545
24.04.2017;0,327;2,175;1,05;2,274;0,017;1,483;2,595;-0,146;0,586
25.04.2017;0,376;2,257;1,084;2,333;0,018;1,52;2,595;-0,11;0,637
26.04.2017;0,35;2,303;1,081;2,304;0,011;1,476;2,629;-0,12;0,649
27.04.2017;0,294;2,237;1,062;2,295;0,015;1,575;2,613;-0,146;0,571
28.04.2017;0,315;2,275;1,083;2,281;0,01;1,545;2,575;-0,143;0,578
01.05.2017;0,315;2,275;1,083;2,319;0,009;1,574;2,575;-0,143;0,578
02.05.2017;0,326;2,299;1,087;2,281;0,016;1,512;2,601;-0,137;0,589
03.05.2017;0,324;2,255;1,072;2,319;0,016;1,541;2,59;-0,146;0,57
04.05.2017;0,392;2,245;1,115;2,355;0,016;1,536;2,641;-0,099;0,604
05.05.2017;0,416;2,16;1,116;2,35;0,016;1,541;2,648;-0,076;0,641
08.05.2017;0,416;2,233;1,146;2,388;0,022;1,587;2,673;-0,088;0,639
09.05.2017;0,428;2,272;1,201;2,399;0,035;1,619;2,682;-0,05;0,639
10.05.2017;0,419;2,243;1,165;2,415;0,034;1,638;2,656;-0,057;0,613
11.05.2017;0,43;2,285;1,158;2,388;0,048;1,603;2,652;-0,063;0,614
12.05.2017;0,389;2,243;1,085;2,327;0,039;1,57;2,635;-0,089;0,56
15.05.2017;0,418;2,269;1,137;2,344;0,036;1,592;2,586;-0,074;0,571
16.05.2017;0,433;2,228;1,13;2,327;0,041;1,569;2,581;-0,071;0,573
17.05.2017;0,376;2,146;1,067;2,225;0,041;1,446;2,529;-0,119;0,541
18.05.2017;0,342;2,14;1,057;2,23;0,04;1,443;2,5;-0,133;0,5
19.05.2017;0,366;2,129;1,092;2,235;0,035;1,473;2,475;-0,128;0,503
22.05.2017;0,395;2,131;1,087;2,255;0,045;1,473;2,488;-0,12;0,518
23.05.2017;0,408;2,115;1,081;2,281;0,041;1,509;2,444;-0,116;0,525
24.05.2017;0,401;2,131;1,071;2,251;0,048;1,477;2,484;-0,136;0,516
25.05.2017;0,36;2,109;1,037;2,256;0,045;1,46;2,44;-0,136;0,507
26.05.2017;0,328;2,09;1,011;2,247;0,037;1,443;2,41;-0,148;0,5
29.05.2017;0,294;2,176;1,011;2,247;0,034;1,409;2,415;-0,166;0,49
30.05.2017;0,29;2,171;0,993;2,211;0,035;1,413;2,391;-0,178;0,482
31.05.2017;0,302;2,193;1,045;2,204;0,041;1,415;2,387;-0,195;0,464
01.06.2017;0,303;2,246;1,072;2,212;0,039;1,423;2,396;-0,198;0,434
02.06.2017;0,272;2,254;1,037;2,16;0,047;1,398;2,412;-0,206;0,411
05.06.2017;0,285;2,268;1,04;2,183;0,045;1,411;2,392;-0,206;0,424
06.06.2017;0,25;2,246;0,983;2,146;0,037;1,391;2,373;-0,205;0,415
07.06.2017;0,267;2,291;1;2,174;0,042;1,407;2,383;-0,205;0,408
08.06.2017;0,254;2,166;1,031;2,189;0,064;1,416;2,404;-0,204;0,404
09.06.2017;0,261;2,082;1,003;2,201;0,051;1,422;2,401;-0,193;0,401
12.06.2017;0,247;2,012;0,965;2,215;0,053;1,485;2,401;-0,197;0,372
13.06.2017;0,265;1,973;1,032;2,212;0,059;1,561;2,398;-0,191;0,397
14.06.2017;0,225;1,932;0,925;2,126;0,062;1,488;2,403;-0,203;0,385
15.06.2017;0,281;1,959;1,03;2,165;0,048;1,527;2,358;-0,183;0,441
16.06.2017;0,275;1,982;1,017;2,152;0,051;1,52;2,407;-0,176;0,447
19.06.2017;0,279;1,946;1,029;2,19;0,05;1,54;2,406;-0,162;0,453
20.06.2017;0,26;1,904;0,993;2,157;0,049;1,499;2,418;-0,176;0,442
21.06.2017;0,264;1,899;1,031;2,164;0,054;1,488;2,392;-0,169;0,455
22.06.2017;0,25;1,897;1,014;2,149;0,051;1,498;2,376;-0,186;0,43
23.06.2017;0,253;1,912;1,03;2,143;0,052;1,473;2,371;-0,184;0,429
26.06.2017;0,243;1,889;1,01;2,138;0,049;1,461;2,374;-0,181;0,439
27.06.2017;0,368;2,053;1,089;2,206;0,042;1,567;2,354;-0,144;0,496
28.06.2017;0,367;2,024;1,153;2,229;0,056;1,621;2,457;-0,121;0,547
29.06.2017;0,45;2,145;1,249;2,267;0,055;1,704;2,504;-0,068;0,615
30.06.2017;0,465;2,151;1,256;2,305;0,079;1,76;2,598;-0,049;0,647
03.07.2017;0,475;2,128;1,259;2,351;0,081;1,76;2,668;-0,049;0,637
04.07.2017;0,474;2,105;1,246;2,351;0,076;1,836;2,622;-0,039;0,607
05.07.2017;0,468;2,15;1,259;2,324;0,085;1,789;2,63;-0,051;0,627
06.07.2017;0,56;2,258;1,314;2,367;0,096;1,831;2,64;0,013;0,706
07.07.2017;0,571;2,337;1,303;2,386;0,082;1,878;2,73;-0,006;0,679
10.07.2017;0,539;2,272;1,267;2,374;0,089;1,888;2,739;-0,018;0,673
11.07.2017;0,548;2,318;1,274;2,361;0,091;1,855;2,749;-0,008;0,671
12.07.2017;0,576;2,251;1,26;2,319;0,084;1,873;2,72;-0,01;0,643
13.07.2017;0,6;2,322;1,3;2,345;0,079;1,908;2,687;0,002;0,69
14.07.2017;0,592;2,284;1,309;2,333;0,075;1,894;2,718;-0,011;0,69
17.07.2017;0,578;2,231;1,269;2,315;0,075;1,893;2,731;-0,018;0,694
18.07.2017;0,551;2,186;1,205;2,26;0,067;1,859;2,744;-0,025;0,659
19.07.2017;0,54;2,187;1,191;2,27;0,07;1,896;2,723;-0,029;0,633
20.07.2017;0,528;2,105;1,204;2,26;0,073;1,88;2,737;-0,015;0,634
21.07.2017;0,505;2,064;1,174;2,238;0,062;1,882;2,698;-0,036;0,601
24.07.2017;0,506;2,047;1,187;2,256;0,064;1,92;2,678;-0,021;0,618
25.07.2017;0,564;2,134;1,257;2,336;0,071;2,015;2,69;0,019;0,652
26.07.2017;0,558;2,119;1,232;2,288;0,074;1,967;2,73;0,008;0,636
27.07.2017;0,534;2,087;1,201;2,311;0,065;1,994;2,689;0,005;0,633
28.07.2017;0,54;2,116;1,214;2,29;0,071;2,026;2,684;0,028;0,688
31.07.2017;0,541;2,089;1,228;2,295;0,075;2,054;2,678;0,017;0,725
01.08.2017;0,488;2,009;1,212;2,254;0,07;1,954;2,714;0,017;0,7
02.08.2017;0,483;2,006;1,235;2,272;0,07;1,938;2,704;-0,027;0,673
03.08.2017;0,45;1,982;1,148;2,222;0,064;1,89;2,665;-0,069;0,656
04.08.2017;0,466;2,01;1,175;2,263;0,06;1,919;2,62;-0,091;0,667
07.08.2017;0,456;1,985;1,137;2,254;0,067;1,919;2,62;-0,096;0,645
